CUST_GROUP,CUST_NAME,COUNTRY_NAME,SALES_REP,TEAM,FOCUS
"1440 Foods, LLC","1440 Foods, LLC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
"220 LABORATORIES, INC.","220 LABORATORIES, INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
24K LABS,24K LABS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
3C Group LLC,3C Group LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
4WD VISION EUROPE B.V.,4WD VISION EUROPE B.V.,THAILAND,Florian M.,Europe,false
710 Trading,710 Trading,UNITED STATES OF AMERICA,Kelli M.,Americas,false
ABBVIE INC.,ABBVIE INC.,UNITED STATES OF AMERICA,Danielle J.,Americas,false
"ABCO LABORATORIES, INC.","ABCO LABORATORIES, INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
ABDALLAH CANDIES INC.,ABDALLAH CANDIES INC.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
ABELEI FLAVORS,ABELEI FLAVORS,UNITED STATES OF AMERICA,Danielle J.,Americas,false
ABSTRAX TECH,ABSTRAX TECH,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"ACCUPAC, INC.","ACCUPAC, INC.",UNITED STATES OF AMERICA,Danielle J.,Americas,false
Acenzia Inc.,Acenzia Inc.,CANADA,Kelli M.,Americas,false
ACTIVES INTERNATIONAL LLC,ACTIVES INTERNATIONAL LLC,UNITED STATES OF AMERICA,Danielle J.,Americas,true
ACTIV'INSIDE,ACTIV'INSIDE,FRANCE,Florian M.,Europe,false
ADAMANTINE LLC,ADAMANTINE LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
ADCHEM INTERNATIONAL FZCO,ADCHEM INTERNATIONAL FZCO,UNITED ARAB EMIRATES,Sanjay C.,IMEA,true
ADCHEM INTERNATIONAL FZCO,ADCHEM INTERNATIONAL FZCO,UNITED ARABIC EMIRATES,Sanjay C.,IMEA,true
AEROSOLS DANVILLE INC,AEROSOLS DANVILLE INC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"AGGRIST, INC.","AGGRIST, INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
Ahven LLC,Ahven LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
AISHIKE FOOD(ZHEJIANG) CO.LTD.,AISHIKE FOOD(ZHEJIANG) CO.LTD.,CHINA,Haibin Y.,China/Japan,false
AKORN,AKORN,UNITED STATES OF AMERICA,Kelli M.,Americas,false
AKRAS FLAVOURS INDIA PVT. LTD.,AKRAS FLAVOURS INDIA PVT. LTD.,INDIA,Sanjay C.,IMEA,false
Al Dana General Trading,Al Dana General Trading,UNITED ARAB EMIRATES,Sanjay C.,IMEA,false
ALBERT DENECHAUD SARL,ALBERT DENECHAUD SARL,FRANCE,Florian M.,Europe,false
ALCHIM AROMATIQUES,ALCHIM AROMATIQUES,FRANCE,Florian M.,Europe,false
ALDER BASSWOOD CLOVER LP,ALDER BASSWOOD CLOVER LP,IRELAND,Danielle J.,IMEA,false
ALFA MANUFACTURING GROUP,ALFA MANUFACTURING GROUP,UNITED STATES OF AMERICA,Kelli M.,Americas,false
ALGON CORPORATION,ALGON CORPORATION,UNITED STATES OF AMERICA,Kelli M.,Americas,false
ALGOVITAL,ALGOVITAL,FRANCE,Gwenn B.,Europe,false
All Ingredients Plus,All Ingredients Plus,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"ALLEN FLAVORS, INC.","ALLEN FLAVORS, INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
Alpha Creations,Alpha Creations,UNITED STATES OF AMERICA,Kelli M.,Americas,false
ALPS,QINGDAO TAITONG PHARMACEUTICAL,CHINA,Sissic H.,China/Japan,true
AL-SEEDAWI SWEETS FACTORIES,AL-SEEDAWI SWEETS FACTORIES,KUWAIT,Sanjay C.,IMEA,false
ALTRIA,Altria Compounds LLC,UNITED STATES OF AMERICA,Jeff R.,Americas,false
ALTRIA,JOHN MIDDLETON COMPANY,UNITED STATES OF AMERICA,Jeff R.,Americas,false
ALTRIA,U.S. Smokeless Tobacco Products LLC,UNITED STATES OF AMERICA,Danielle J.,Americas,false
ALTRIA,US SMOKELESS TOBACCO,UNITED STATES OF AMERICA,Jeff R.,Americas,false
ALTRIA CLIENT SERVICES INC.,ALTRIA CLIENT SERVICES INC.,UNITED STATES OF AMERICA,Danielle J.,Americas,false
Altruistic Laboratories,Altruistic Laboratories,UNITED STATES OF AMERICA,Kelli M.,Americas,false
AMANO CHOCOLATE,AMANO CHOCOLATE,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Ambix Laboratories,Ambix Laboratories,UNITED STATES OF AMERICA,Kelli M.,Americas,false
American Nutritional Corp.,American Nutritional Corp.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
AMERICAN SPRAYTECH,AMERICAN SPRAYTECH,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"AMNEAL PHARMACEUTICALS, LLC","AMNEAL PHARMACEUTICALS, LLC",UNITED STATES OF AMERICA,Danielle J.,Americas,false
ANGELINI,"ANGELINI PHARMA ESPANA, S.L.U.",SPAIN,Florian M.,Europe,false
ANHUI DANMEIKE FOOD TECHNOLOGY,ANHUI DANMEIKE FOOD TECHNOLOGY,CHINA,Haibin Y.,China/Japan,false
"ANHUI FUPAIYUAN FOOD CO.,LTD","ANHUI FUPAIYUAN FOOD CO.,LTD",CHINA,Haibin Y.,China/Japan,false
ANHUI LIULIUMEI RESEARCH,ANHUI LIULIUMEI RESEARCH,CHINA,Haibin Y.,China/Japan,true
ANONA GMBH,ANONA GMBH,GERMANY,Gwenn B.,Europe,false
ANTESITE & NOIROT,ANTESITE & NOIROT,FRANCE,Gwenn B.,Europe,false
ANTHEM,ANTHEM,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Apcco Labs Inc,Apcco Labs Inc,UNITED STATES OF AMERICA,Kelli M.,Americas,false
APP GLOBAL,APP GLOBAL,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"Appalachian Pharm Processing, LLC","Appalachian Pharm Processing, LLC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
Aquestive,Aquestive,UNITED STATES OF AMERICA,Kelli M.,Americas,false
ARENDIS LLC,ARENDIS LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
ARETHIA SERVICES GMBH & CO KG,ARETHIA SERVICES GMBH & CO KG,GERMANY,Gwenn B.,Europe,false
Argenta Research LLC,Argenta Research LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
ARGEVILLE,ARGEVILLE,FRANCE,Gwenn B.,Europe,false
Arhu Enterprise,Arhu Enterprise,UNITED STATES OF AMERICA,Kelli M.,Americas,false
ARIZONA NUTRITIONAL SUPPLS INC,ARIZONA NUTRITIONAL SUPPLS INC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
AROMANCE,AROMANCE,FRANCE,Florian M.,Europe,false
AROMATECH,AROMATECH,FRANCE,Florian M.,Europe,false
Aromatech USA,Aromatech USA,UNITED STATES OF AMERICA,Kelli M.,Americas,false
AROMATIC BEVERAGES COMPANY,AROMATIC BEVERAGES COMPANY,FRANCE,Florian M.,Europe,false
Aromaticos La Victoria S.A. de C.V.,Aromaticos La Victoria S.A. de C.V.,UNITED STATES OF AMERICA,Danielle J.,Americas,false
Aromsa GMBH,Aromsa GMBH,GERMANY,Gwenn B.,Europe,false
"Ascent Naturals, LLC","Ascent Naturals, LLC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
ASEPTA LABORATOIRES,ASEPTA LABORATOIRES,FRANCE,Gwenn B.,Europe,true
ASHLAND SPECIALTY INGREDIENTS G.P.,ASHLAND SPECIALTY INGREDIENTS G.P.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Asterra Labs,Asterra Labs,UNITED STATES OF AMERICA,Kelli M.,Americas,false
ASTRON LIMITED,ASTRON LIMITED,Sri Lanka,Sanjay C.,IMEA,false
AT PHARMA SPA,AT PHARMA SPA,ALGERIA,Sanjay C.,IMEA,false
ATP Chemicals,ATP Chemicals,MOROCCO,Danielle J.,Americas,false
AUGUSTUS OILS LTD,AUGUSTUS OILS LTD,UNITED KINGDOM,Florian M.,Europe,false
"AUTUMN HARP, INC.","AUTUMN HARP, INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
Avini Health,Avini Health,UNITED STATES OF AMERICA,Kelli M.,Americas,false
AXT Nutraceuticals LLC,AXT Nutraceuticals LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
AZELIS ESPANA SA,AZELIS ESPANA SA,SPAIN,Gwenn B.,Europe,false
AZELIS MX,"AZELIS MÃ‰XICO, S.A. de C.V.",MEXICO,Danielle J.,Americas,false
AZELIS MX,"AZELIS MEXICO, S.A. DE C.V.",MEXICO,Danielle J.,Americas,false
B.A.T.,ABBA CHEM (BAT - Venezuela),VENEZUELA,Lee C.,Americas,false
B.A.T.,BAT - Argentina,ARGENTINA,Lee C.,Americas,false
B.A.T.,BAT - Chile,CHILE,Lee C.,Americas,false
B.A.T.,BAT - Chile,CHILIE,Lee C.,Americas,false
B.A.T.,BAT - Germany,UNITED KINGDOM,Lee C.,Americas,false
B.A.T.,BAT - Germany,GERMANY,Lee C.,Americas,false
B.A.T.,BAT - Indonesia (PT BENTOEL),INDONESIA,Lee C.,Americas,false
B.A.T.,BAT - Korea,KOREA,Lee C.,Americas,false
B.A.T.,BAT - Mexico,UNITED STATES OF AMERICA,Lee C.,Americas,false
B.A.T.,BAT - Mexico,MEXICO,Lee C.,Americas,false
B.A.T.,BAT - Nigeria,NIGERIA,Lee C.,Americas,false
B.A.T.,BAT - Singapore,SINGAPORE,Lee C.,Americas,false
B.A.T.,BAT - South Africa,SOUTH AFRICA,Lee C.,Americas,false
B.A.T.,BAT - Switzerland,SWITZERLAND,Lee C.,Americas,false
B.A.T.,BAT - Switzerland,GERMANY,Lee C.,Americas,false
B.A.T.,BAT - Switzerland,NETHERLANDS,Lee C.,Americas,false
B.A.T.,BAT - TURKEY,TURKIYE,Lee C.,Americas,false
B.A.T.,BAT - Venezuela ( ABBA CHEM),VENEZUELA,Lee C.,Americas,false
B.A.T.,BAT Brazil,BRAZIL,Lee C.,Americas,false
B.A.T.,BAT-South Africa,SOUTH AFRICA,Lee C.,Americas,false
B.A.T.,British American Tobacco Tutun,TURKEY,Lee C.,Americas,false
B.L.C Korea,B.L.C Korea,KOREA,Lynn S.,China/Japan,false
"BALDOM USA, INC.","BALDOM USA, INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
BANGSHIDI (GUANGDONG) MEDICAL,BANGSHIDI (GUANGDONG) MEDICAL,CHINA,Haibin Y.,China/Japan,false
BAODING HUAIMAO FOOD TECHNOLOGY,BAODING HUAIMAO FOOD TECHNOLOGY,CHINA,Haibin Y.,China/Japan,false
BARCHEMY LLC,BARCHEMY LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Barentz,Barentz,UNITED STATES OF AMERICA,Kelli M.,Americas,false
BARIATRIX,BARIATRIX EUROPE,FRANCE,Florian M.,Europe,false
BARIATRIX,"BARIATRIX NUTRITION, INC.",CANADA,Kelli M.,Europe,false
BATORY FOODS,BATORY FOODS,UNITED STATES OF AMERICA,Danielle J.,Americas,true
BAYER,BAYER CONSUMER CARE AG,GERMANY,Gwenn B.,Europe,true
BAYER,BONIMA,EL SALVADOR,Danielle J.,Europe,true
BEAUVILLIERS FLAVORS,BEAUVILLIERS FLAVORS,FRANCE,Florian M.,Europe,false
Behn Meyer,BEHN MEYER - MALAYSIA,MALAYSIA,Kanda W.,SEA,true
Behn Meyer,BEHN MEYER - MALAYSIA,VIETNAM,Kanda W.,SEA,true
Behn Meyer,BEHN MEYER - VIET NAM,VIETNAM,Kanda W.,SEA,true
Behn Meyer,BEHN MEYER MALAYSIA,MALAYSIA,Kanda W.,SEA,true
Behn Meyer,BEHN MEYER MALAYSIA,VIETNAM,Kanda W.,SEA,true
BEHN MEYER,BEHN MEYER SPECIALTIES (M) PLT,MALAYSIA,Kanda W.,SEA,true
BEHN MEYER,"Behn Meyer Viet Nam Co.,Ltd",VIETNAM,Kanda W.,SEA,true
BEHN MEYER,Behn Meyer-Malaysia(Vietnam),VIETNAM,Kanda W.,SEA,true
BEHN MEYER,Behn Meyer-Malaysia(Vietnam),MALAYSIA,Kanda W.,SEA,true
BEHN MEYER,Behn Meyer-Vietnam,VIETNAM,Kanda W.,SEA,true
BEIJING KEXIN JURUN PHARMACEU-,BEIJING KEXIN JURUN PHARMACEU-,CHINA,Haibin Y.,China/Japan,false
"BEIJING PULONGDA KEMAO CO,LTD","BEIJING PULONGDA KEMAO CO,LTD",CHINA,Haibin Y.,China/Japan,false
"Belcher Pharmaceuticals, LLC","Belcher Pharmaceuticals, LLC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
BELL,BELL FLAVORS & FRAGRANCES,UNITED STATES OF AMERICA,Kelli M.,Europe,false
BELL,BELL FLAVORS & FRAGRANCES (INDIA) PRIVATE LIMITED,INDIA,Sanjay C.,Europe,false
BELL,BELL FLAVORS & FRAGRANCES GmbH,GERMANY,Gwenn B.,Europe,false
BELL,BELL FLAVORS AND FRAGRANCES,GERMANY,Gwenn B.,Europe,false
BELL,BellFlavours&Fragrances(I)Pvt.,INDIA,Sanjay C.,Europe,false
BELL,Essences & Fragrances Bell (Canada) Cie.,CANADA,Kelli M.,Europe,false
"BELLEVIEW BIOSCIENCE, LLC","BELLEVIEW BIOSCIENCE, LLC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
Bell's Healthcare,Bell's Healthcare,UNITED KINGDOM,Danielle J.,Europe,false
BELL'S HEALTHCARE,BELL'S HEALTHCARE,UNITED KINGDOM,Florian M.,Europe,false
Belmar Pharmacy,Belmar Pharmacy,UNITED STATES OF AMERICA,Kelli M.,Americas,false
BEO Pharmaceuticals,BEO Pharmaceuticals,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Best Damn Gummys,Best Damn Gummys,UNITED STATES OF AMERICA,Kelli M.,Americas,false
BESTCO,BESTCO,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Better & Better,Better & Better,UNITED STATES OF AMERICA,Kelli M.,Americas,false
BETTERA,CATALENT WELLNESS INDIANA LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,true
BETTERA,"Catalent Wellness Virginia, LLC",UNITED STATES OF AMERICA,Kelli M.,Americas,true
BETTERA,"CatalentWellnessCalifornia,LLC",UNITED STATES OF AMERICA,Kelli M.,Americas,true
"BevNutra Solutions, LLC","BevNutra Solutions, LLC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
BEVZONE GmbH & Co KG,BEVZONE GmbH & Co KG,GERMANY,Gwenn B.,Europe,false
BG PHARMA SARL,BG PHARMA SARL,FRANCE,Florian M.,Europe,false
BIELLE COSMETICS INC.,BIELLE COSMETICS INC.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
BIO BOTANICA INC,BIO BOTANICA INC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
BIOCOMM PTE LTD,BIOCOMM PTE LTD,SINGAPORE,Kanda W.,SEA,false
BIOGENESIS - LABS,BIOGENESIS - LABS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"BIOHONG SYNTHESIS BIOTECHNOLOGY CO.,LTD (YANTAI)","BIOHONG SYNTHESIS BIOTECHNOLOGY CO.,LTD (YANTAI)",CHINA,Haibin Y.,China/Japan,false
"BIOSIENSE CO,. LTD.","BIOSIENSE CO,. LTD.",JAPAN,Lynn S.,China/Japan,false
BIOSYNEX,BIOSYNEX,FRANCE,Gwenn B.,Europe,false
BLC KOREA,BLC KOREA,KOREA,Lynn S.,China/Japan,false
BLOOMAGE BIOTECHNOLOGY CORPOR-,BLOOMAGE BIOTECHNOLOGY CORPOR-,CHINA,Haibin Y.,China/Japan,false
Bloomios Private Label LLC,Bloomios Private Label LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Blue California,Blue California,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"Bluemate Plus Co.,Ltd..","Bluemate Plus Co.,Ltd..",THAILAND,Kanda W.,SEA,false
BOSTON NUTRACEUT PRODUCTION SL,BOSTON NUTRACEUT PRODUCTION SL,SPAIN,Florian M.,Europe,false
BotanicLife LLC,BotanicLife LLC,UNITED STATES OF AMERICA,Sanjay C.,Americas,false
Brenntag,BRENNTAG AUSTRALIA PTY LTD,AUSTRALIA,Sanjay C.,SEA,true
Brenntag,BRENNTAG AUSTRALIA PTY LTD,AUSTRIA,Sanjay C.,SEA,true
BRENNTAG,Brenntag Australia Pty. Ltd,AUSTRIA,Sanjay C.,SEA,true
Brenntag,BRENNTAG INGREDIENTS INC,PHILIPPINES,Kanda W.,SEA,true
BRENNTAG,BRENNTAG INGREDIENTS INC.,PHILIPPINES,Kanda W.,SEA,true
Brenntag,BRENNTAG NEW ZEALAND LIMITED,NEW ZEALAND,Sanjay C.,SEA,true
BRENNTAG,BRENNTAG NEW ZELAND LTD,NEW ZEALAND,Sanjay C.,SEA,true
BRENNTAG,BRENNTAG PTE LTD,SINGAPORE,Kanda W.,SEA,true
Brenntag,BRENNTAG SINGAPORE,SINGAPORE,Kanda W.,SEA,true
Brenntag,BRENNTAG SINGAPORE,VIETNAM,Kanda W.,SEA,true
Brenntag,BRENNTAG TH,THAILAND,Kanda W.,SEA,true
BRENNTAG,BRENNTAG THAILAND,THAILAND,Kanda W.,SEA,true
BRENNTAG,BRENNTAG VIETNAM,VIETNAM,Kanda W.,SEA,true
Brenntag,"BRENNTAG VIETNAM CO., LTD.",VIETNAM,Kanda W.,SEA,true
BRENNTAG,BRENNTAG VIETNAM COMPANY LIMITED,VIETNAM,Kanda W.,SEA,true
Brenntag,"DEL MONTE PHILIPPINES, INC",PHILIPPINES,Kanda W.,SEA,true
BROOKSIDE FLAVORS&INGREDIENTS,BROOKSIDE FLAVORS&INGREDIENTS,UNITED STATES OF AMERICA,Danielle J.,Americas,true
BSA WIBERG,BSA WIBERG,CANADA,Danielle J.,Americas,false
Buckeye Relief,Buckeye Relief,UNITED STATES OF AMERICA,Kelli M.,Americas,false
BUMP INDUSTRIES,BUMP INDUSTRIES,UNITED STATES OF AMERICA,Gwenn B.,Europe,false
Burma Brewing Co.,Burma Brewing Co.	,UNITED STATES OF AMERICA,Kelli M.,Americas,false
BURT'S BEES MFG COMPANY,BURT'S BEES MFG COMPANY,UNITED STATES OF AMERICA,Danielle J.,Americas,false
CAIA CBD,CAIA CBD,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CALDIC,CALDIC NETHERLAND,NETHERLANDS,Gwenn B.,Europe,false
CALIFORNIA BABY,CALIFORNIA BABY,UNITED STATES OF AMERICA,Danielle J.,Americas,false
Callisons,Callisons,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Cambrian Solutions,Cambrian Solutions,CANADA,Kelli M.,Americas,false
CAMERONS BREWERY LIMITED,CAMERONS BREWERY LIMITED,UNITED KINGDOM,Florian M.,Europe,false
CAMPBELL SOUP SUPPLY CO.LLC.,CAMPBELL SOUP SUPPLY CO.LLC.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CANADA COSMETICS FACTORY,CANADA COSMETICS FACTORY,UNITED ARABIC EMIRATES,Sanjay C.,IMEA,false
Capsoil,Capsoil,CANADA,Sanjay C.,IMEA,false
CAPSOIL,CAPSOIL TECHNOLOGIES 14 LTD,ISRAEL,Sanjay C.,IMEA,false
CAPSOIL,Earth Blend Inc.,UNITED STATES OF AMERICA,Sanjay C.,IMEA,false
CAPSTONE NUTRITION,CAPSTONE NUTRITION,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CARAGUM INTERNATIONAL,CARAGUM INTERNATIONAL,FRANCE,Gwenn B.,Europe,false
CARAMBARCO,CPK PRODUCTION FRANCE SAS,FRANCE,Gwenn B.,Europe,false
CARAMBARCO,LUTTI,FRANCE,Gwenn B.,Europe,false
CARIBBEAN CANADIAN,CARIBBEAN CANADIAN,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CARLO SESSA,BAUER SRL,ITALY,Gwenn B.,Europe,false
CARLO SESSA,CARLO SESSA,ITALY,Gwenn B.,Europe,false
CARLO SESSA,G.MARIANI,ITALY,Gwenn B.,Europe,false
CARLO SESSA,GIOTTI ENRICO SPA,ITALY,Gwenn B.,Europe,false
"CARMI FLAVOR & FRAG CO,INC.","CARMI FLAVOR & FRAG CO,INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
CASPOIL TECHNOLOGIES LTD,CASPOIL TECHNOLOGIES LTD,ISRAEL,Florian M.,Europe,false
CBD Living,CBD Living,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CCI,CONTINENTAL CANDY INDUSTRIES B,NETHERLANDS,Gwenn B.,Europe,false
CELLMARK USA LLC,CELLMARK USA LLC,UNITED STATES OF AMERICA,Danielle J.,Americas,false
CELMARK INTERNATIONAL INC.,CELMARK INTERNATIONAL INC.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CENTIAN LLC,CENTIAN LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CHANDI LLC,CHANDI LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CHANGSHA HENGHUA SHIHUA,CHANGSHA HENGHUA SHIHUA,CHINA,Haibin Y.,China/Japan,false
CHANGSHA XIANGKAI CHEMICAL TR-,CHANGSHA XIANGKAI CHEMICAL TR-,CHINA,Haibin Y.,China/Japan,false
CHANGSHA YUHUA XIN JIAN LIN,CHANGSHA YUHUA XIN JIAN LIN,CHINA,Haibin Y.,China/Japan,false
CHARKIT CHEMICAL CORPORATION,CHARKIT CHEMICAL CORPORATION,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"CHARLES JACQUIN et Cie., Inc.","CHARLES JACQUIN et Cie., Inc.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
Chartwell Pharmaceuticals LLC,Chartwell Pharmaceuticals LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CHATTEM INC.,CHATTEM INC.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CHEN CHU XIONG,CHEN CHU XIONG,CHINA,Haibin Y.,China/Japan,false
CHERRY ROCHER,CHERRY ROCHER,FRANCE,Florian M.,Europe,false
CHINA CO-OPS NANJING WILD PLANTS,CHINA CO-OPS NANJING WILD PLANTS,CHINA,Haibin Y.,China/Japan,false
Choice Extraction Inc,Choice Extraction Inc,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CHONGQING DA RUN XIANG BIOTECH,CHONGQING DA RUN XIANG BIOTECH,CHINA,Haibin Y.,China/Japan,false
CHUANGLE FLAVOUR (SHANGHAI) CO,CHUANGLE FLAVOUR (SHANGHAI) CO,CHINA,Haibin Y.,China/Japan,false
CHURCHDWIGHT,CHURCH AND DWIGHT LAKEWOOD,UNITED STATES OF AMERICA,Danielle J.,Americas,true
CHURCHDWIGHT,CHURCH AND DWIGHT PRINCETON,UNITED STATES OF AMERICA,Danielle J.,Americas,true
CJP Chemicals (PTY) Ltd,CJP Chemicals (PTY) Ltd,SOUTH AFRICA,Sanjay C.,IMEA,true
"CK PHARM.CO., LTD","CK PHARM.CO., LTD",KOREA,Jessie H.,China/Japan,false
CKD 3933 LLC,CKD 3933 LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Claridei Laboratories Inc,Claridei Laboratories Inc,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Clear Cannabis Inc.,Clear Cannabis Inc.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CLOETTA,CLOETTA HOLLAND BV,NETHERLANDS,Gwenn B.,Europe,false
CLOETTA,Sperlari s.r.l.,ITALY,Gwenn B.,Europe,false
CMP PHARMA INC,CMP PHARMA INC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Coherence Holdings,Coherence Holdings,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"COKEY SYSTEMS CO.,LTD","COKEY SYSTEMS CO.,LTD",JAPAN,Lynn S.,China/Japan,false
COLGATE,Colgate-Palmolive Maroc,MOROCCO,Danielle J.,Americas,true
COLGATE,"N. R. PATTANA CO., LTD",THAILAND,Kanda W.,Americas,true
COLOREY,COLOREY,FRANCE,Florian M.,Europe,false
COMMER ASIA,COMMERCIAL ASIA PACIFIC,SINGAPORE,Kanda W.,SEA,true
COMMER ASIA,COMMERCIAL ASIA PACIFIC PTE,SINGAPORE,Kanda W.,SEA,true
COMMER ASIA,COMMERCIAL ASIA/GUDANG GARAM,SINGAPORE,Kanda W.,SEA,true
COMMER ASIA,PT JERINDO SARI UTAMA,INDONESIA,Kanda W.,SEA,true
COMMER ASIA,PT JERINDO SARI UTAMA,SINGAPORE,Kanda W.,SEA,true
COMMER ASIA,PT. JERINDO SARI UTAMA,INDONESIA,Kanda W.,SEA,true
COMMER ASIA,RELIANCE PRODUCTS LTD GG,INDONESIA,Kanda W.,SEA,true
COMMON SENSE SOAP,COMMON SENSE SOAP,UNITED STATES OF AMERICA,Kelli M.,Americas,false
COMPAGNIE APICOLE,COMPAGNIE APICOLE,FRANCE,Florian M.,Europe,false
CONFISERIE DU NORD,CONFISERIE DU NORD,FRANCE,Florian M.,Europe,false
CONFISERIE JORIS BV,CONFISERIE JORIS BV,BELGIUM,Florian M.,Europe,false
CONFISERIE SIC NICE BONBON,CONFISERIE SIC NICE BONBON,FRANCE,Florian M.,Europe,false
CONGAR INTERNATIONAL CORP.,CONGAR INTERNATIONAL CORP.,UNITED STATES OF AMERICA,Danielle J.,Americas,false
CONNECT CHEMICALS GMBH,CONNECT CHEMICALS GMBH,FRANCE,Gwenn B.,Europe,true
ContinentalManufacturingChemis,ContinentalManufacturingChemis,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CONTRACT PHARMACAL CORP.,CONTRACT PHARMACAL CORP.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CONWOOD/RJR,AMERICAN SNUFF COMPANY,UNITED STATES OF AMERICA,Jeff R.,Americas,false
CONWOOD/RJR,ASC FACTORY TAYLOR BROTHERS,UNITED STATES OF AMERICA,Jeff R.,Americas,false
CONWOOD/RJR,R.J.REYNOLDS TOBACCO COMPANY,UNITED STATES OF AMERICA,Jeff R.,Americas,false
COOPER PHARMA,COOPER PHARMA,MOROCCO,Gwenn B.,Europe,false
"Cosette Pharmaceuticals, Inc.","Cosette Pharmaceuticals, Inc.",UNITED STATES OF AMERICA,Danielle J.,Americas,false
COSFA INTERNATIONAL TRADE(GZ),COSFA INTERNATIONAL TRADE(GZ),CHINA,Haibin Y.,China/Japan,false
COSINUS COSMETIC LAB,COSINUS COSMETIC LAB,FRANCE,Gwenn B.,Europe,false
Cosmaceutical Research Lab Inc.,Cosmaceutical Research Lab Inc.,CANADA,Kelli M.,Americas,false
COSMAX,CMTECH CO LTD,CHINA,Haibin Y.,China/Japan,false
Cosmax Guangzhou cosmet co.Ltd,Cosmax Guangzhou cosmet co.Ltd,CHINA,Jessie H.,China/Japan,false
Cosmetic Solutions LLC,Cosmetic Solutions LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
COSMETICA LABORATORIES INC.,COSMETICA LABORATORIES INC.,CANADA,Kelli M.,Americas,false
COTT BEV,REFRESCO BEVERAGES US INC.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
COULEUR D'AROMES SAS,COULEUR D'AROMES SAS,FRANCE,Florian M.,Europe,false
Courier Labs,Courier Labs,UNITED STATES OF AMERICA,Kelli M.,Americas,false
CRAFTMASTER FLAVOR TECH.,CRAFTMASTER FLAVOR TECH.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Creating Better Days,Creating Better Days,UNITED STATES OF AMERICA,Kelli M.,Americas,false
