CUST_GROUP,CUST_NAME,COUNTRY_NAME,SALES_REP,TEAM,FOCUS
Langenberg,ROYAL FASSIN B.V.,NETHERLANDS,Florian M.,Europe,false
"Lanhai Fujian Biotech Co.,LTD","Lanhai Fujian Biotech Co.,LTD",CHINA,Haibin Y.,China/Japan,false
LANNETT COMPANY INC.,LANNETT COMPANY INC.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"LANZHOU JINDI CHEMICAL CO.,LTD","LANZHOU JINDI CHEMICAL CO.,LTD",CHINA,Sissic H.,China/Japan,true
Laurelcrest Labs,Laurelcrest Labs,UNITED STATES OF AMERICA,Kelli M.,Americas,false
LAZARUS NATURALS,LAZARUS NATURALS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
LCC LTD,LCC LTD,KOREA,Kanda W.,SEA,false
"LGM Pharma Solutions, LLC","LGM Pharma Solutions, LLC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
L'HERBIER D'AUVERGNE STE,L'HERBIER D'AUVERGNE STE,FRANCE,Florian M.,Europe,false
LI HONG FANG,LI HONG FANG,CHINA,Haibin Y.,China/Japan,false
LI XIAO FANG,LI XIAO FANG,CHINA,Haibin Y.,China/Japan,false
LifeTech Nutra,LifeTech Nutra,UNITED STATES OF AMERICA,Kelli M.,Americas,false
LIFEWISE,LIFEWISE,UNITED STATES OF AMERICA,Danielle J.,Americas,false
LILY OF THE DESERT,LILY OF THE DESERT,UNITED STATES OF AMERICA,Danielle J.,Americas,false
Limewood GmbH,Limewood GmbH,GERMANY,Gwenn B.,Europe,false
GD HONGYUAN,LIN HUI JIAO,CHINA,Haibin Y.,China/Japan,false
LINYI YUJIANG FOOD INGREDIENTS,LINYI YUJIANG FOOD INGREDIENTS,CHINA,Haibin Y.,China/Japan,false
LIPPOMIX CORPORATION,LIPPOMIX CORPORATION,UNITED STATES OF AMERICA,Kelli M.,Americas,false
LITHIOS,LITHIOS,CANADA,Kelli M.,Americas,false
LIU JIANPING,LIU JIANPING,CHINA,Haibin Y.,China/Japan,false
LNK INTERNATIONAL INC.,LNK INTERNATIONAL INC.,UNITED STATES OF AMERICA,Danielle J.,Americas,false
LOFTHOUSE,LOFTHOUSE OF FLEETWOOD LTD.,UNITED KINGDOM,Gwenn B.,Europe,true
LOFTHOUSE,LOFTHOUSE OF FLEETWOOD LTD.,MALAYSIA,Gwenn B.,Europe,true
"Longkou Qiyun Trading Co.,Ltd","Longkou Qiyun Trading Co.,Ltd",CHINA,Haibin Y.,China/Japan,false
"LORNAMEAD, INC.","LORNAMEAD, INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
"L-Tec PharmaChem Co.,Ltd","L-Tec PharmaChem Co.,Ltd",KOREA,Lynn S.,China/Japan,false
LTS Lohmann Therapy Systems Corp.,LTS Lohmann Therapy Systems Corp.,UNITED STATES OF AMERICA,Danielle J.,Americas,false
GD HONGYUAN,"LU CAIXIA,CHEN JUNHAO",CHINA,Haibin Y.,China/Japan,false
LUCKY(GZ) CHEMICAL TECHNOLOGY,LUCKY(GZ) CHEMICAL TECHNOLOGY,CHINA,Haibin Y.,China/Japan,false
Luisa Fanzani Cosmetics,Luisa Fanzani Cosmetics,UNITED STATES OF AMERICA,Kelli M.,Americas,false
LUOYANG LANS,LUOYANG LANSEALY TECHNOLOGY CO,CHINA,Jessie H.,China/Japan,false
"LUOYANG LANSEALY TECH CO.,LTD","LUOYANG LANSEALY TECH CO.,LTD",CHINA,Jessie H.,China/Japan,true
Lush Leaf Farm,Lush Leaf Farm,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Lv Lisa,Lv Lisa,CHINA,Haibin Y.,China/Japan,false
LYNE LABORATORIES,LYNE LABORATORIES,UNITED STATES OF AMERICA,Kelli M.,Americas,false
LYNNBROS,LYNNBROS LABORATORIES INC.,CHINA,Jessie H.,China/Japan,true
LYNNBROS,LYNNBROS LABORATORIES INC.,TAIWAN,Jessie H.,China/Japan,true
"LYNNBROS INDUSTRIAL CO., LTD","LYNNBROS INDUSTRIAL CO., LTD",CHINA,Jessie H.,China/Japan,false
M Plant Productions,M Plant Productions,UNITED STATES OF AMERICA,Kelli M.,Americas,false
MAISON DES FORESTINES,MAISON DES FORESTINES,FRANCE,Florian M.,Europe,false
MAJESTY FOOD INGREDIENT CO.LTD,MAJESTY FOOD INGREDIENT CO.LTD,CHINA,Haibin Y.,China/Japan,false
MAKULAKU LAKRITSA OY,MAKULAKU LAKRITSA OY,FINLAND,Gwenn B.,Europe,false
MANE,MANE - USA,UNITED STATES OF AMERICA,Danielle J.,China/Japan,true
MANE,MANE FRANCE,FRANCE,Gwenn B.,China/Japan,true
MANE,MANE INDONESIA,INDONESIA,Kanda W.,China/Japan,true
MANE,MANE-CHINA,CHINA,Haibin Y.,China/Japan,true
MANE,PT MANE INDONESIA,INDONESIA,Kanda W.,China/Japan,true
MANE,SHANGHAI MANE FRAGRANCES,CHINA,Haibin Y.,China/Japan,true
"MAOMING HUAMEI INDUSTRIAL CO., LTD","MAOMING HUAMEI INDUSTRIAL CO., LTD",CHINA,Haibin Y.,China/Japan,false
"Marpac, Inc.","Marpac, Inc.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
Mary's Operations DC,Mary's Operations DC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Matsun Nutrition,Matsun Nutrition,UNITED STATES OF AMERICA,Kelli M.,Americas,false
MAVE ENTERPRISES,MAVE ENTERPRISES,UNITED STATES OF AMERICA,Kelli M.,Americas,false
MAXWAY CO LTD,MAXWAY CO LTD,THAILAND,Kanda W.,SEA,false
"MAXWAY CO., LTD","MAXWAY CO., LTD",THAILAND,Kanda W.,SEA,false
"MAXWAY CO., LTD.","MAXWAY CO., LTD.",THAILAND,Kanda W.,SEA,true
MAYOLY INDUSTRIE SAS,MAYOLY INDUSTRIE SAS,FRANCE,Florian M.,Europe,false
MAYRALAB (MALAYSIA) SDN BHD,MAYRALAB (MALAYSIA) SDN BHD,MALAYSIA,Kanda W.,SEA,false
MAYS CHEMICAL COMPANY,MAYS CHEMICAL COMPANY,UNITED STATES OF AMERICA,Danielle J.,Americas,true
"MBM CHEMICALS CO., LTD.","MBM CHEMICALS CO., LTD.",MYANMAR,Kanda W.,SEA,false
"MC CORMICK & COMPANY, INC.","MC CORMICK & COMPANY, INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
"MC KINLEY RESOURCES,INC.","MC KINLEY RESOURCES,INC.",UNITED STATES OF AMERICA,Danielle J.,Americas,false
Medicine Flower LLC,Medicine Flower LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
MEIJIAN CHEMICAL(SHANGHAI) CO.,MEIJIAN CHEMICAL(SHANGHAI) CO.,CHINA,Haibin Y.,China/Japan,false
"MELALEUCA, INC","MELALEUCA, INC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
MELTZER'S PUREMINTS,MELTZER'S PUREMINTS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Meluxo,Meluxo,THAILAND,Kelli M.,Americas,false
Meluxo,Meluxo,CANADA,Kelli M.,Americas,false
MENTHES RITO,MENTHES RITO,CANADA,Kelli M.,Americas,false
MERISANT,DECATUR PAK,UNITED STATES OF AMERICA,Danielle J.,Americas,false
MERISANT,Merisant US Contract Mftg.,UNITED STATES OF AMERICA,Danielle J.,Americas,false
MERISANT,"NATIONAL PACKAGING CO., INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
MESOESTETIC PHARMA GROUP S.L,MESOESTETIC PHARMA GROUP S.L,SPAIN,Gwenn B.,Europe,true
METABOLIC MAINTENANCE PRODUCTS,METABOLIC MAINTENANCE PRODUCTS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
METAROM,METAROM AUSTRALIA,AUSTRALIA,Sanjay C.,Europe,false
METAROM,METAROM BELGIUM,BELGIUM,Florian M.,Europe,false
METAROM,METAROM FRANCE,FRANCE,Florian M.,Europe,false
METAROM,METAROM SPAIN,SPAIN,Florian M.,Europe,false
METAROM,Metarom USA,UNITED STATES OF AMERICA,Kelli M.,Europe,false
MICHAEL GUTSCHKE ROHSTOFFHANDE,MICHAEL GUTSCHKE ROHSTOFFHANDE,GERMANY,Gwenn B.,Europe,false
Michael Mootz Candies,Michael Mootz Candies,UNITED STATES OF AMERICA,Kelli M.,Americas,false
MICHAEL SCHAEFFER LLC,MICHAEL SCHAEFFER LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Midwest Distribution LLC,Midwest Distribution LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Mikart LLC,Mikart LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"MINERALIFE NUTRACEUTICALS, LLC","MINERALIFE NUTRACEUTICALS, LLC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
Mission Hills S.A. de C.V.,Mission Hills S.A. de C.V.,MEXICO,Danielle J.,Americas,false
MKT KIMYEVI MADDELER VE GIDA,MKT KIMYEVI MADDELER VE GIDA,TURKEY,Sanjay C.,IMEA,false
"MONARCH PCM, LLC","MONARCH PCM, LLC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
MONDELEZ,MONDELEZ FRANCE,FRANCE,Gwenn B.,Europe,true
MONDELEZ,MONDELEZ UK,UNITED KINGDOM,Gwenn B.,Europe,true
MONDELEZ,MONDELEZ UK (ERNEST JACKSON),UNITED KINGDOM,Gwenn B.,Europe,true
MONDELEZ,MONDELEZTURKEY ( KENT TK),TURKIYE,Gwenn B.,Europe,true
MONTE PAZ,COMPANIA INDUSTRIAL DE TABACOS,URUGUAY,Florian M.,Europe,false
Moozo Holdings Inc,Moozo Holdings Inc,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"MORTON GROVE PHARMA., INC.","MORTON GROVE PHARMA., INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
MOSAIC FLAVORS,MOSAIC FLAVORS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
MOTHER MURPHY'S FLAVORS,MOTHER MURPHY'S FLAVORS,UNITED STATES OF AMERICA,Danielle J.,Americas,false
MOUNT FRANKLIN FOODS,MOUNT FRANKLIN FOODS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
MRS. CLARK'S FOODS,MRS. CLARK'S FOODS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
MSN PHARMACEUTICALS INC.,MSN PHARMACEUTICALS INC.,UNITED STATES OF AMERICA,Danielle J.,Americas,false
MUSSLER COSMETIC PRODUCTION,MUSSLER COSMETIC PRODUCTION,GERMANY,Gwenn B.,Europe,false
MylanInstitutionalInc-Sugarlan,MylanInstitutionalInc-Sugarlan,UNITED STATES OF AMERICA,Kelli M.,Americas,false
N. KRALLIS SA,N. KRALLIS SA,GREECE,Gwenn B.,Europe,false
NACTIS FLAVOURS FRANCE,NACTIS FLAVOURS FRANCE,FRANCE,Florian M.,Europe,false
NAKA HERBS & VITAMINS LTD.,NAKA HERBS & VITAMINS LTD.,CANADA,Danielle J.,Americas,false
Nanjing Jiayuantang Biotech,Nanjing Jiayuantang Biotech,CHINA,Haibin Y.,China/Japan,false
NANJING ZIDANNA DAILY EXPENSES,NANJING ZIDANNA DAILY EXPENSES,CHINA,Haibin Y.,China/Japan,false
Nano Phytoceuticals Inc,Nano Phytoceuticals Inc,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"NANTONG MEISHANGMEI FOOD ADDITIVE CO.,LTD","NANTONG MEISHANGMEI FOOD ADDITIVE CO.,LTD",CHINA,Haibin Y.,China/Japan,false
NAOS LES LABORATOIRES,NAOS LES LABORATOIRES,FRANCE,Gwenn B.,Europe,true
Napua Botanicals,Napua Botanicals,UNITED STATES OF AMERICA,Kelli M.,Americas,false
NATARA GLOBAL INC,NATARA GLOBAL INC,UNITED STATES OF AMERICA,Danielle J.,Americas,false
NATIONAL HONEY ALMOND,NATIONAL HONEY ALMOND,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"Nature’s Healing Center, Inc","Natureâ€™s Healing Center, Inc",UNITED STATES OF AMERICA,Kelli M.,Americas,false
NATURES DESIGN,NATURES DESIGN,UNITED STATES OF AMERICA,Kelli M.,Americas,false
NATURE'S SUNSHINE PRODUCTS,NATURE'S SUNSHINE PRODUCTS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
NELLSON,"NELLSON NUTRACEUTICAL, LLC",UNITED STATES OF AMERICA,Danielle J.,Americas,false
NELLSON NUTRACEUTICAL CANADA,NELLSON NUTRACEUTICAL CANADA,CANADA,Danielle J.,Americas,false
NELLSON NUTRACEUTICAL CANADA,NELLSON NUTRACEUTICAL CANADA,UNITED STATES OF AMERICA,Danielle J.,Americas,false
NEO COS SERVICE GMBH,NEO COS SERVICE GMBH,GERMANY,Gwenn B.,Europe,false
NEOLPHARMA INC.,NEOLPHARMA INC.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
NEPHRON PHARMACEUTICALS,NEPHRON PHARMACEUTICALS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
NeuEra Biopharma Inc,NeuEra Biopharma Inc,CANADA,Kelli M.,Americas,false
NEW IN/W.C.,WORLDCHEM,KOREA,Lynn S.,China/Japan,false
Nexa Resources Cajamarquilla,Nexa Resources Cajamarquilla,PERU,Kelli M.,Americas,false
NFUZED,NFUZED,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"Noble Foods, Inc.","Noble Foods, Inc.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
NOI SIRIUS,NOI SIRIUS,GERMANY,Gwenn B.,Europe,false
NORDMANN NORDIC AB,NORDMANN NORDIC AB,SWEDEN,Florian M.,Europe,false
NORTHWEST COSMETIC LABS,NORTHWEST COSMETIC LABS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
NORTHWESTERN EXTRACT COMPANY,NORTHWESTERN EXTRACT COMPANY,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Nova Thin Film Pharmaceuticals,Nova Thin Film Pharmaceuticals,UNITED STATES OF AMERICA,Kelli M.,Americas,false
NOVEL LABORATORIES INC.,NOVEL LABORATORIES INC.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Novi Connect,Novi Connect,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Nowave LLC,Nowave LLC,UNITED STATES OF AMERICA,Danielle J.,Americas,false
Nufabrx,Nufabrx,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"NUTRABIO LABS, INC.","NUTRABIO LABS, INC.",UNITED STATES OF AMERICA,Danielle J.,Americas,false
"NUTRICHEM INTERNATIONAL, INC.","NUTRICHEM INTERNATIONAL, INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
NUTRIX LLC,NUTRIX LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
NU-WORLD CORPORATION,NU-WORLD CORPORATION,UNITED STATES OF AMERICA,Kelli M.,Americas,false
NYRSTAR CLARKSVILLE INC.,NYRSTAR CLARKSVILLE INC.,UNITED STATES OF AMERICA,Danielle J.,Americas,false
OÜ EDIZIA,OÃœ EDIZIA,GERMANY,Florian M.,Europe,false
ODF NUTRA INC.,ODF NUTRA INC.,CANADA,Kelli M.,Americas,false
OMEGA MARKET RESEARCH,OMEGA MARKET RESEARCH,UNITED STATES OF AMERICA,Kelli M.,Americas,false
ONE PHARMA LTD,ONE PHARMA LTD,BANGLADESH,Sanjay C.,IMEA,false
ONIMAX CO LTD,ONIMAX CO LTD,THAILAND,Kanda W.,SEA,false
"Onimax Co., Ltd.","Onimax Co., Ltd.",THAILAND,Kanda W.,SEA,false
ORAL BIOTECH,ORAL BIOTECH,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Orient Star,Cucina Ditalia LLC,UNITED STATES OF AMERICA,Jessie H.,China/Japan,true
Orient Star,ORIENT STARS LLC,UNITED STATES OF AMERICA,Jessie H.,China/Japan,true
"Oriental Meigu Enterprise Group Meichuang (Shanghai) Technology Co.,Ltd","Oriental Meigu Enterprise Group Meichuang (Shanghai) Technology Co.,Ltd",CHINA,Haibin Y.,China/Japan,false
ORKLA,ORKLA SNACKS SVERIGE AB,SWEDEN,Gwenn B.,Europe,false
ORKLA,ORKLA SUOMI FINLAND OY AB,FINLAND,Gwenn B.,Europe,false
"ORTHO MOLECULAR PRODUCTS, INC","ORTHO MOLECULAR PRODUCTS, INC",UNITED STATES OF AMERICA,Kelli M.,Americas,false
OSF FLAVORS,OSF FLAVORS,UNITED STATES OF AMERICA,Danielle J.,Americas,false
OUSHIMAN,ZHEJIANG OUSHIMAN BIOTECH CO.,CHINA,Haibin Y.,China/Japan,true
PAEDI PROTECT AG,PAEDI PROTECT AG,GERMANY,Gwenn B.,Europe,false
PANOS BRANDS LLC,PANOS BRANDS LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
PARCHEM,PARCHEM,UNITED STATES OF AMERICA,Kelli M.,Americas,false
PARTICLE DYNAMICS,PARTICLE DYNAMICS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Partnered Process,Partnered Process,UNITED STATES OF AMERICA,Kelli M.,Americas,false
PASCUAL SARL,PASCUAL SARL,FRANCE,Florian M.,Europe,false
PATHEON PHARMACEUTICALS INC.,PATHEON PHARMACEUTICALS INC.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
PCCA,PCCA,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Peace Naturals Project Inc.,Peace Naturals Project Inc.,CANADA,Kelli M.,Americas,false
PEAK COCKTAILS,PEAK COCKTAILS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Pegasus Laboratories Inc.,Pegasus Laboratories Inc.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"Peli Labs, Inc.","Peli Labs, Inc.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
"Penta Fine Ingredients, Inc.","Penta Fine Ingredients, Inc.",UNITED STATES OF AMERICA,Danielle J.,Americas,false
PERFECT(GUANGDONG)COMMODITY CO,PERFECT(GUANGDONG)COMMODITY CO,CHINA,Haibin Y.,China/Japan,false
PERFETTI,LA GIULIA,ITALY,Gwenn B.,Europe,false
PERFETTI,PERFETTI ITALY,ITALY,Gwenn B.,Europe,false
PERFETTI,PERFETTI ITALY (SESSA),ITALY,Gwenn B.,Europe,false
PERFETTI,PERFETTI NL (BREDA),NETHERLANDS,Gwenn B.,Europe,false
PERFETTI,PERFETTI NL (WEERT),NETHERLANDS,Gwenn B.,Europe,false
PERFETTI,PERFETTI POLAND,POLAND,Gwenn B.,Europe,false
PERFETTI,PERFETTI TURKEY,TURKIYE,Gwenn B.,Europe,false
PERFETTI,PERFETTI VIETNAM,VIETNAM,Kanda W.,Europe,false
Personalized Nutrients LLC,Personalized Nutrients LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
PETRA HYGIENIC SYSTEMS,PETRA HYGIENIC SYSTEMS,CANADA,Kelli M.,Americas,false
PF Consumer Healthcare Canada,PF Consumer Healthcare Canada,CANADA,Danielle J.,Americas,false
PF LLC,PF LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
pfhix,pfhix,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"PFI Foods Co., Ltd","PFI Foods Co., Ltd",CHINA,Haibin Y.,China/Japan,false
PharmaCenter,PharmaCenter,UNITED STATES OF AMERICA,Kelli M.,Americas,false
PHARMACEUTICAL INSTITUTE,PHARMACEUTICAL INSTITUTE,MOROCCO,Sanjay C.,IMEA,false
PHARMALTITUDE SAS,PHARMALTITUDE SAS,FRANCE,Gwenn B.,Europe,false
PHARMASOL CORPORATION,PHARMASOL CORPORATION,UNITED STATES OF AMERICA,Danielle J.,Americas,false
PHARMASTRIP USA,PHARMASTRIP USA,UNITED STATES OF AMERICA,Kelli M.,Americas,false
PHARMATECH,PHARMATECH,UNITED STATES OF AMERICA,Kelli M.,Americas,false
PHARMSTAND,JSC Â«PHARMSTANDARDÂ»,RUSSIA,Lee C.,China/Japan,true
PHARMSTAND,PHARMSTANDARD JSC,RUSSIA,Lee C.,China/Japan,true
PHASILAB,PHASILAB,FRANCE,Gwenn B.,Europe,false
Phoenix Custom Manufacturing,Phoenix Custom Manufacturing,UNITED STATES OF AMERICA,Kelli M.,Americas,false
PHUC THINH,PHUC THINH ESSENTIAL OIL,VIETNAM,Kanda W.,SEA,true
PIPING ROCK HEALTH PRODUCTS,PIPING ROCK HEALTH PRODUCTS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
PL Developments,PL Developments,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"Plant-Ex Ingredients Ltd,","Plant-Ex Ingredients Ltd,",UNITED KINGDOM,Gwenn B.,Europe,false
PLASTIKON HEALTHCARE LLC,PLASTIKON HEALTHCARE LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
PMI,PMI SWITZERLANDS,SWITZERLAND,Jeff R.,Americas,false
PNP PHARMACEUTICALS INC.,PNP PHARMACEUTICALS INC.,CANADA,Kelli M.,Americas,false
POCHTECA CHILE S.A,POCHTECA CHILE S.A,CHILE,Jeff R.,Americas,false
POLAR CORPORATION,POLAR CORPORATION,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"POLYSCIENCES, INC.","POLYSCIENCES, INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
"Positive Beverage, LLC.","Positive Beverage, LLC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
POWERED BY PLANTS,POWERED BY PLANTS,UNITED STATES OF AMERICA,Kelli M.,Americas,false
PR RESOURCES,PR RESOURCES,CANADA,Kelli M.,Americas,false
PRECISION / Wedgewood,PRECISION / Wedgewood,UNITED STATES OF AMERICA,Kelli M.,Americas,false
PREMIER PRODUCT FORMULATION,PREMIER PRODUCT FORMULATION,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"PRIME INGREDIENTS, INC.","PRIME INGREDIENTS, INC.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
PRINOVA FLAVORS,PRINOVA FLAVORS,UNITED STATES OF AMERICA,Danielle J.,Americas,false
Private Label Beauty & Wellness,Private Label Beauty & Wellness,UNITED STATES OF AMERICA,Kelli M.,Americas,false
PRIVATE LABEL SELECT LTD CO.,PRIVATE LABEL SELECT LTD CO.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"Prodalim USA, Inc.","Prodalim USA, Inc.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
Product Society LLC,Product Society LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Professional Pharmacy Resources,Professional Pharmacy Resources,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"Protech Nutra, Inc.","Protech Nutra, Inc.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
PROVA,PROVA,FRANCE,Florian M.,Europe,false
PULMOLL KALFANY GMBH,PULMOLL KALFANY GMBH,GERMANY,Gwenn B.,Europe,false
"Puning Xueyuan Food Co., Ltd","Puning Xueyuan Food Co., Ltd",CHINA,Haibin Y.,China/Japan,false
PUNING YOULIAN FOOD CHEMICALS,PUNING YOULIAN FOOD CHEMICALS,CHINA,Haibin Y.,China/Japan,false
PUNYAPHAT,Punyaphat Foods Limited,THAILAND,Kanda W.,SEA,true
PUNYAPHAT,PUNYAPHAT FOODS LTD PARTNERSHIP,THAILAND,Kanda W.,SEA,true
PURE ENCAPSULATIONS INC.,PURE ENCAPSULATIONS INC.,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Pure Pharma Labs,Pure Pharma Labs,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"Pure Solutions, Inc.","Pure Solutions, Inc.",UNITED STATES OF AMERICA,Kelli M.,Americas,false
Purple Cow,Purple Cow,UNITED STATES OF AMERICA,Kelli M.,Americas,false
"Qingdao Dengta Condiment Co.,","Qingdao Dengta Condiment Co.,",CHINA,Haibin Y.,China/Japan,false
"QINGDAO HAOYOUT FOOD TECHNOLOGY CO.,LTD","QINGDAO HAOYOUT FOOD TECHNOLOGY CO.,LTD",CHINA,Haibin Y.,China/Japan,false
QINGDAO PUWEI ANIMAL HEALTH PR,QINGDAO PUWEI ANIMAL HEALTH PR,CHINA,Haibin Y.,China/Japan,false
QINGDAO RISHENGCHANG FOOD CO.,QINGDAO RISHENGCHANG FOOD CO.,CHINA,Haibin Y.,China/Japan,false
"QINGDAO TAI SHUANG YING TRADING CO.,LTD","QINGDAO TAI SHUANG YING TRADING CO.,LTD",CHINA,Haibin Y.,China/Japan,false
QUAD ALLOYS PTY LTD,QUAD ALLOYS PTY LTD,AUSTRALIA,Sanjay C.,IMEA,false
QUADRA,QUADRA CHEMICALS,CANADA,Danielle J.,Americas,false
QUADRA,QUADRA CHEMICALS,UNITED STATES OF AMERICA,Danielle J.,Americas,false
QUADRA,QUADRA CHEMICALS LTD,CANADA,Danielle J.,Americas,false
QUADRA CHEMICALS LTD,QUADRA CHEMICALS LTD,CANADA,Danielle J.,Americas,false
Quagen Pharmaceuticals LLC,Quagen Pharmaceuticals LLC,UNITED STATES OF AMERICA,Kelli M.,Americas,false
Quality Testing (Shanghai),Quality Testing (Shanghai),CHINA,Haibin Y.,China/Japan,false
"Quanzhou Dana Food Additive Co.,Ltd","Quanzhou Dana Food Additive Co.,Ltd",CHINA,Haibin Y.,China/Japan,false
Quicksilver Scientific,Quicksilver Scientific,UNITED STATES OF AMERICA,Kelli M.,Americas,false
QUOSENTIS SAS,QUOSENTIS SAS,FRANCE,Florian M.,Europe,false
R&B FOOD,R&B FOOD SUPPLY PUBLIC,THAILAND,Kanda W.,SEA,true
R&B FOOD,R&B FOOD SUPPLY PUBLIC CO LTD,THAILAND,Kanda W.,SEA,true
R.C. OWEN COMPANY,R.C. OWEN COMPANY,UNITED STATES OF AMERICA,Danielle J.,Americas,false
RANSOM NATURALS LTD,RANSOM NATURALS LTD,UNITED KINGDOM,Florian M.,Europe,false
REACTA,ALFA SAGITTARIUS JERZY KOWYNIA,POLAND,Gwenn B.,Europe,false
REACTA,B & C S.p.A.,ITALY,Gwenn B.,Europe,false
REACTA,BALKANPHARMA TROYAN AD,BULGARIA,Gwenn B.,Europe,false
REACTA,BIOTREK S.A.C.I.,GREECE,Gwenn B.,Europe,false
REACTA,BOLERO & Co. Ltd.,BULGARIA,Gwenn B.,Europe,false
REACTA,BOLERO & CO.LTD,BULGARIA,Gwenn B.,Europe,false
REACTA,CS COLORS SRL,ITALY,Gwenn B.,Europe,false
REACTA,ITALGUM CARAMELLE S.R.L.,ITALY,Gwenn B.,Europe,false
REACTA,JM SANTE SPOLKA Z,POLAND,Gwenn B.,Europe,false
REACTA,KANDIT D.O.O.,CROATIA,Gwenn B.,Europe,false
REACTA,KUK BULGARIA LTD,BULGARIA,Gwenn B.,Europe,false
REACTA,LEKHIM JSC,UKRAINE,Gwenn B.,Europe,false
REACTA,LV PHARM DOO,REPUBLIC OF SERBIA,Gwenn B.,Europe,false
REACTA,LV-PHARM DOO.,Serbia,Gwenn B.,Europe,false
REACTA,NEXT INGREDIENTS SRL,ITALY,Gwenn B.,Europe,false
REACTA,Nutrol d.o.o.,SLOVENIA,Gwenn B.,Europe,false
REACTA,Pharmanova LLC,Serbia,Gwenn B.,Europe,false
REACTA,Provipax S.A.,GREECE,Gwenn B.,Europe,false
REACTA,REACTA GROUP,ITALY,Gwenn B.,Europe,false
REACTA,REACTA GROUP SRL,ITALY,Jessie H.,Europe,false
REACTA,REACTA GROUP SRL,ITALY,Gwenn B.,Europe,false
REACTA,REACTA GROUP SRL,POLAND,Gwenn B.,Europe,false
REACTA,REACTA GROUP SRL,BULGARIA,Gwenn B.,Europe,false
REACTA,SHARON LABS ITALY SRL,ITALY,Gwenn B.,Europe,false
REACTA,SHARON PERSONAL CARE SRL,ITALY,Gwenn B.,Europe,false
REACTA,SIDORENKO INGREDIENTS LTD,BULGARIA,Gwenn B.,Europe,false
