level_1,level_1_desc,level_2,level_2_desc,level_3,level_3_desc,level_4,level_4_desc,level_5,level_5_desc,leaf,leaf_desc
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),PAF74605,Paris GI Adm FRA
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_IT,Information Technology (A07),PAF74711,IT Merisant
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Finance,Finance,CC_Tax,Tax (A08),PAF74800,Paris Tax costs
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_DoubtfulAccts,Provision For Doubtful Accounts (A27),PAF75000,Prov for doubtful ac
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_OtherGandA,Other General and Administrative,CC_OthAdmin,Other Administration Expense (A21),PAF75200,PROFIT SHARING
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_OtherGandA,Other General and Administrative,CC_LossImpairFA,Loss on Impairment of Fixed Assets (A28),PAR75400,Obsolescence CC
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PAR90001,ADMINISTR FACILITIES
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PAU65500,SLOB Australia / NZ
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PBE65500,SLOB Belgium
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PCH65500,SLOB  Switzerland
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PCN65500,SLOB China
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PDE65500,SLOB Germany
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PEE65500,SLOB  EASTERN EUROPE
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PEG65500,SLOB  Egypt
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PES65500,SLOB Spain
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PFI65500,SLOB  FINLAND
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PFR65500,SLOB France
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PGB65500,SLOB UK
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PGR65500,SLOB Greece
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PHK65500,SLOB  Hongkong
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PHU65500,SLOB Hungary
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PIE65500,SLOB  IRELAND
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PIL65500,SLOB Israel
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PIN65500,SLOB  INDIA
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PIT65500,SLOB Italy
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PKW65500,SLOB  KUWAIT-QATAR
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PLA65500,SLOB HQLA
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PLB65500,SLOB  LEBANON
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PME65500,SLOB Middle East
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PMY65500,SLOB Malaysia
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PNA65500,SLOB  OTHER AFRICA
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PNL65500,SLOB Netherlands
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PNO65501,SLOB Norway
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PPH65500,SLOB Philippines
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PPT65500,SLOB Portugal
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Shipping,Shipping (C02),PRF61000,FREIGHT
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Warehousing,Warehousing (C03),PRF62000,Shipping and Warehousing
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_OthCOGSMisc,Other Miscellaneous Cost of Goods Sold (C06),PRF63770,Europe Depreciation reclass
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_OthCOGSMisc,Other Miscellaneous Cost of Goods Sold (C06),PRF63771,IMEA Depreciation reclass
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_OthCOGSMisc,Other Miscellaneous Cost of Goods Sold (C06),PRF63772,APAC Depreciation reclass
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_OthCOGSMisc,Other Miscellaneous Cost of Goods Sold (C06),PRF63777,Depreciation CPM
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PRF65500,Excess & obsolete
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),PRF66100,COGS Administration
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),PRF66133,Supply Chain EMEA Gl
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),PRF66144,Master Data Global
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),PRF66155,Regional QA
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),PRF66177,SCh Finance Global
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_OthProdVar,Other Production Variances (C30),PRF66995,Other Production Variances
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_InvtyReval,Inventory Revaluation (C15),PRF67100,Inventory reeval
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),PRF67900,PPV
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),PRF67901,Product Alloc NCP-CZ
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),PRF67902,Product Alloc WE
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),PRF67903,Product Alloc EMEA
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),PRF67904,Product Alloc APAC
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),PRF67905,Product Alloc LATAM
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),PRF67906,Product Alloc US
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_HR,Human Resources (A01),PRF73700,HR SSC PRAGUE
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Facilities,General Office and Facilities (A17),PRF73810,SSC Office
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Finance,Finance,CC_FinAcctgAudit,"Finance, Accounting and Auditing (A02)",PRF73910,SSC Accounting
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Finance,Finance,CC_FinAcctgAudit,"Finance, Accounting and Auditing (A02)",PRF73920,FP&A Europe
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Finance,Finance,CC_FinAcctgAudit,"Finance, Accounting and Auditing (A02)",PRF73940,SSC Finance
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_IT,Information Technology (A07),PRF74710,SSC IT
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_IT,Information Technology (A07),PRF74720,SSC SAP/BW GLOBAL
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_IT,Information Technology (A07),PRF74730,IT GLOBAL CPM
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_IT,Information Technology (A07),PRF74740,SSC IT
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_IT,Information Technology (A07),PRF74749,SSC IT - ADDBACKS
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_OtherGandA,Other General and Administrative,CC_StratPlanning,Strategic Planning and Analysis (A10),PRF75308,Strategic GBD
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_ResrchNewProdDev,Research and New Product Development,CC_RandD,Research and Development (TCH & T01),PRF76700,R&D CPM
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF80000,Customization
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83005,Sieving
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83010,Compactator
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83020,Blending
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83021,Blending 2
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83030,Press (Manesty)
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83031,Press (Manesty) 2
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83100,Refill Production li
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83200,Bulk Consumption
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83300,Peeble Production Li
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83400,SFS Production line
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83410,SFS Box Line
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83499,Canister
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83500,Doypack
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83600,PV-FLAV Sticks
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83610,Retail Sticks
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83700,Purevia CUBE Line
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83800,Sachet Line
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF83900,Private Label Produc
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF84100,Cankao Line
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF84200,Liquid Line
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF84300,Pouch
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF89900,Facility
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF90800,Engeneering
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF90900,Maintenance
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF91000,SUPPLY CHAIN
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF91010,Procurement
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF92500,Plant Admin
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF92580,Finance
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF92581,COVID-19 expenses
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF92582,Training GOV funding
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF92600,IT
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF93000,HR
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF93040,Safety & Health
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF94000,Quality
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF95000,Production
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_MfgSpendVar,Manufacturing Spend Variance (Production Clearing) (PRD),PRF96000,R&D
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PSA65500,SLOB  SAUDI
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PSE65500,SLOB  SWEDEN
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PSG65500,SLOB Singapore
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PSS65500,SLOB  OTH SUBSAH AFR
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PTH65500,SLOB Thailand
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),PTI73500,General Administrati
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PTR65500,SLOB Turkey
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PTW65500,Taiwan Excess & obsolete inventory
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PUS65500,SLOB Nth America
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PWE65500,SLOB Western Europe
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),PZA65500,SLOB South Africa
Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Freight,Freight,CC_Distribution,Distribution (C01),ROE60000,Freight
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Warehousing,Warehousing (C03),ROE62000,Warehousing Dist. - Owned
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Warehousing,Warehousing (C03),ROE62001,Warehousing Dist. - Leased
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Warehousing,Warehousing (C03),ROE62002,Warehousing Dist. - 3PL
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_DistrCOGS,Cost of Goods Sold Distribution,CC_Warehousing,Warehousing (C03),ROE62003,Warehousing Dist. - Yard
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_OthCOGSMisc,Other Miscellaneous Cost of Goods Sold (C06),ROE63601,Other Period Coss - COGS
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_OthCOGSMisc,Other Miscellaneous Cost of Goods Sold (C06),ROE63602,OCOGS
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_Obsolescence,Obsolescence (C08),ROE65500,Excess & Obsolete
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),ROE66100,COGS Admin - Plants
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),ROE66110,Quality Control
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),ROE66111,COGS Admin - Corp Ops
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_OthCOGS,Other Cost of Goods Sold,CC_COGSAdmin,Cost of Goods Sold Administration (C10),ROE66113,Royal Oak COGS EBITDA Addback
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_ProductWriteoffs,Product Write-offs,CC_StockAdj,Stock Adjustments (C12),ROE66550,Stock Adjustment
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_OthProdVar,Other Production Variances (C30),ROE66995,Other Production Variances
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_InvtyReval,Inventory Revaluation (C15),ROE67101,Inventory Reval
,,Top,Top Cost Center,CC_COGS,Cost of Goods Sold,CC_SupplyChainVar,Supply Chain Variances,CC_VarToStd,Variance to Standard (C26),ROE67900,PPV
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_Marketing,Marketing,CC_Advertising,Advertising (M06),ROE72400,Advertsing & Marketing
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_FieldOps,Field Operations (M02 & M13),ROE72500,Sales Admin
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_SalesandMkt,Sales and Marketing,CC_SalesMktgAdmin,Sales and Marketing Administration,CC_CustomerService,Customer Service,ROE72600,Customer Service
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),ROE73545,Executive
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),ROE73580,Purchasing Admin
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_GenAdmin,General Administration (A16 & A11),ROE73590,Logistics Admin
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_HR,Human Resources (A01),ROE73710,Human Resources - General
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_HR,Human Resources (A01),ROE73720,Benefits
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Facilities,General Office and Facilities (A17),ROE73800,Building Management
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Finance,Finance,CC_FinAcctgAudit,"Finance, Accounting and Auditing (A02)",ROE73910,Controller/GL Accounting
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Finance,Finance,CC_FinAcctgAudit,"Finance, Accounting and Auditing (A02)",ROE73920,FP&A
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Finance,Finance,CC_FinAcctgAudit,"Finance, Accounting and Auditing (A02)",ROE73930,Accounts Receivable Operations
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Finance,Finance,CC_FinAcctgAudit,"Finance, Accounting and Auditing (A02)",ROE73940,Accounts Payable Operations
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_Finance,Finance,CC_FinAcctgAudit,"Finance, Accounting and Auditing (A02)",ROE73950,Finance Operations
Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_OtherGandA,Other General and Administrative,CC_AddbackAdjEBIDTA,Adjusted EBITDA Addback (A13),ROE74502,Royal Oak SGA EBITDA Addback
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_IT,Information Technology (A07),ROE74701,IT - Applications
,,Top,Top Cost Center,CC_SGA,"Selling, General and Administrative",CC_Admin,Administration,CC_IT,Information Technology (A07),ROE74702,IT - Infrastructure
